,Unnamed: 0,country,itemId,paymentMethod,postalCode,sellingStatus,topRatedListing,AutoPay,AvailableForPickupDropOff,BestOfferEnabled,BidCount,BuyItNowPrice,FinalPrice,GlobalShipping,HandlingTime,HitCount,ListingStatus,ListingType,Location,MinimumToBid,ProductID,Quantity,QuantityThreshold,ReserveMet,ShipToLocations,Title,UserID,FeedbackScore,PositiveFeedbackPercent,SellerBusinessType,NewUser,nPhotos,nPaymentMethods,nShippingCountries,conditionId,bestOfferEnabled,buyItNowAvailable,expeditedShipping,shippingType,oneDayShippingAvailable,RatingsPresent,AverageRating,NegFeedback30Day,NegFeedback365Day,PosFeedback30Day,PosFeedback365Day,auctionLength,enoughKeyWords
1520,1520,1,291607220949,1,32701,1,False,True,0,False,0,,203.7,True,1.0,113.0,Completed,0,"Altamonte Springs, Florida",,170104083.0,1,0.0,,"[US, CA, GB, DK, RO, SK, BG, CZ, FI, HU, LV, LT, MT, EE, AU, GR, PT, CY, SI, JP, CN, SE, KR, ID, TW, TH, BE, FR, HK, IE, NL, PL, ES, IT, DE, AT, RU, IL, MX, NZ, PH, SG, CH, NO, AE, QA, KW, BH, HR]",Apple iPhone 5S 32GB Gold (AT&T) Unlocked Cracked Screen Bright Sports READ,itsworthmore,5389,99.4,0,False,12,1,49,0,False,False,True,3.0,True,True,4.945,5,19,310,2815,339.0,False
1521,1521,1,281847327273,1,32701,0,False,True,0,False,0,,263.02,False,1.0,353.0,Active,0,"Altamonte Springs, Florida",,168553370.0,3,0.0,,US,Apple iPhone 5S 32GB Silver (Verizon) Unlocked Good w/ Warranty,itsworthmore,5388,99.4,0,False,12,1,1,4,False,False,True,0.0,True,True,4.945,5,19,310,2815,1440.0,False
1522,1522,1,291606227294,1,32701,1,False,True,0,False,0,,212.91,True,1.0,348.0,Completed,0,"Altamonte Springs, Florida",,170104083.0,1,0.0,,"[US, CA, GB, DK, RO, SK, BG, CZ, FI, HU, LV, LT, MT, EE, AU, GR, PT, CY, SI, JP, CN, SE, KR, ID, TW, TH, BE, FR, HK, IE, NL, PL, ES, IT, DE, AT, RU, IL, MX, NZ, PH, SG, CH, NO, AE, QA, KW, BH, HR]",Apple iPhone 5S 32GB Gold (AT&T) Unlocked LCD Issue READ,itsworthmore,5389,99.4,0,False,9,1,49,0,False,False,True,3.0,True,True,4.945,5,19,310,2815,397.0,False
1523,1523,1,272049967307,1,32701,1,False,True,0,False,0,,265.95,False,1.0,53.0,Completed,0,"Altamonte Springs, Florida",,168576538.0,1,0.0,,US,Apple iPhone 5S 32GB Silver (AT&T) Unlocked Good w/ Warranty,itsworthmore,5389,99.4,0,False,12,1,1,4,False,False,True,0.0,True,True,4.945,5,19,310,2815,28.0,False
1524,1524,1,291599912419,1,32701,1,False,True,0,False,0,,180.0,True,1.0,695.0,Completed,0,"Altamonte Springs, Florida",,168576538.0,1,0.0,,"[US, CA, GB, DK, RO, SK, BG, CZ, FI, HU, LV, LT, MT, EE, AU, GR, PT, CY, SI, JP, CN, SE, KR, ID, TW, TH, BE, FR, HK, IE, NL, PL, ES, IT, DE, AT, RU, IL, MX, NZ, PH, SG, CH, NO, AE, QA, KW, BH, HR]",Apple iPhone 5S 32GB Silver (AT&T) Unlocked LCD Damage Bright Spots,itsworthmore,5389,99.4,0,False,11,1,49,0,False,False,True,3.0,True,True,4.945,5,19,310,2815,613.0,False
1525,1525,1,281862560478,1,32701,1,False,True,0,False,0,,265.95,False,1.0,62.0,Completed,0,"Altamonte Springs, Florida",,168576538.0,1,0.0,,US,Apple iPhone 5S 32GB Silver (AT&T) Unlocked Good w/ Warranty,itsworthmore,5389,99.4,0,False,12,1,1,4,False,False,True,0.0,True,True,4.945,5,19,310,2815,21.0,False
1526,1526,1,291623262327,1,32701,1,False,True,0,False,0,,249.99,False,1.0,88.0,Completed,0,"Altamonte Springs, Florida",,168576538.0,1,0.0,,US,Apple iPhone 5S 32GB Silver (AT&T) Unlocked Good w/ Warranty,itsworthmore,5388,99.4,0,False,12,1,1,4,False,False,True,0.0,True,True,4.945,5,19,310,2815,11.0,False
1527,1527,1,281843249239,1,32701,1,False,True,0,False,0,,197.39,True,1.0,534.0,Completed,0,"Altamonte Springs, Florida",,170054882.0,3,0.0,,"[US, CA, GB, DK, RO, SK, BG, CZ, FI, HU, LV, LT, MT, EE, AU, GR, PT, CY, SI, JP, CN, SE, KR, ID, TW, TH, BE, FR, HK, IE, NL, PL, ES, IT, DE, AT, RU, IL, MX, NZ, PH, SG, CH, NO, UA, AE, QA, KW, BH, HR, MY]",Apple iPhone 5S 32GB Gold (AT&T) Unlocked Light Frame Damage,itsworthmore,5389,99.4,0,False,12,1,51,0,False,False,True,3.0,True,True,4.945,5,19,310,2815,606.0,False
1528,1528,1,281847328180,1,32701,1,False,True,0,False,0,,178.6,True,1.0,268.0,Completed,0,"Altamonte Springs, Florida",,,1,0.0,,"[US, CA, GB, DK, RO, SK, BG, CZ, FI, HU, LV, LT, MT, EE, AU, GR, PT, CY, SI, JP, CN, SE, KR, ID, TW, TH, BE, FR, HK, IE, NL, PL, ES, IT, DE, AT, RU, IL, MX, NZ, PH, SG, CH, NO, AE, QA, KW, BH, HR]",Apple iPhone 5S 32GB Space Gray (AT&T) Unlocked Yellow Spots READ,itsworthmore,5389,99.4,0,False,12,1,49,0,False,False,True,3.0,True,True,4.945,5,19,310,2815,540.0,True
1529,1529,1,281842661466,1,32701,0,False,True,0,False,0,,145.7,True,1.0,1300.0,Completed,0,"Altamonte Springs, Florida",,168464971.0,1,0.0,,"[US, CA, GB, DK, RO, SK, BG, CZ, FI, HU, LV, LT, MT, EE, AU, GR, PT, CY, SI, JP, CN, SE, KR, ID, TW, TH, BE, FR, HK, IE, NL, PL, ES, IT, DE, AT, RU, IL, MX, NZ, PH, SG, CH, NO, AE, QA, KW, BH, HR]",Apple iPhone 5S 32GB Space Gray (Verizon) Unlocked Touch ID Water Sensor READ,itsworthmore,5388,99.4,0,False,7,1,49,0,False,False,True,3.0,True,True,4.945,5,19,310,2815,720.0,True
1530,1530,1,291624903867,1,32701,1,False,True,0,False,0,,188.0,True,1.0,249.0,Completed,0,"Altamonte Springs, Florida",,170054882.0,1,0.0,,"[US, CA, GB, DK, RO, SK, BG, CZ, FI, HU, LV, LT, MT, EE, AU, GR, PT, CY, SI, JP, CN, SE, KR, ID, TW, TH, BE, FR, HK, IE, NL, PL, ES, IT, DE, AT, RU, IL, MX, NZ, PH, SG, CH, NO, AE, QA, KW, BH, HR]",Apple iPhone 5S 32GB Gold (AT&T) Cracked Screen ,itsworthmore,5389,99.4,0,False,11,1,49,0,False,False,True,3.0,True,True,4.945,5,19,310,2815,97.0,False
1531,1531,1,291606102513,1,32701,1,False,True,0,False,0,,169.2,True,1.0,1104.0,Completed,0,"Altamonte Springs, Florida",,168576538.0,1,0.0,,"[US, CA, GB, DK, RO, SK, BG, CZ, FI, HU, LV, LT, MT, EE, AU, GR, PT, CY, SI, JP, CN, SE, KR, ID, TW, TH, BE, FR, HK, IE, NL, PL, ES, IT, DE, AT, RU, IL, MX, NZ, PH, SG, CH, NO, AE, QA, KW, BH, HR, UA, MY]",Apple iPhone 5S 32GB Silver (AT&T) Unlocked Cracked Screen READ,itsworthmore,5389,99.4,0,False,12,1,51,0,False,False,True,3.0,True,True,4.945,5,19,310,2815,668.0,False
1532,1532,1,272051029272,1,32701,1,False,True,0,False,0,,169.19,True,1.0,197.0,Completed,0,"Altamonte Springs, Florida",,168534287.0,1,0.0,,"[US, CA, GB, DK, RO, SK, BG, CZ, FI, HU, LV, LT, MT, EE, AU, GR, PT, CY, SI, JP, CN, SE, KR, ID, TW, TH, BE, FR, HK, IE, NL, PL, ES, IT, DE, AT, RU, IL, MX, NZ, PH, SG, CH, NO, AE, QA, KW, BH, HR]",Apple iPhone 5S 32GB Space Gray (AT&T) Cracked Camera Issue READ,itsworthmore,5389,99.4,0,False,12,1,49,0,False,False,True,3.0,True,True,4.945,5,19,310,2815,258.0,True
1533,1533,1,281871622435,1,32701,1,False,True,0,False,0,,253.04,True,1.0,24.0,Completed,0,"Altamonte Springs, Florida",,168553510.0,1,0.0,,"[US, CA, GB, DK, RO, SK, BG, CZ, FI, HU, LV, LT, MT, EE, AU, GR, PT, CY, SI, JP, CN, SE, KR, ID, TW, TH, BE, FR, HK, IE, NL, PL, ES, IT, DE, AT, RU, IL, MX, NZ, PH, SG, CH, NO, AE, QA, KW, BH, HR]",Apple iPhone 5S 32GB Silver (AT&T) Excellent w/ Warranty,itsworthmore,5389,99.4,0,False,7,1,49,4,False,False,True,3.0,True,True,4.945,5,19,310,2815,5.0,False
1534,1534,1,291612726899,1,32701,1,False,False,0,False,0,,159.8,True,1.0,338.0,Completed,0,"Altamonte Springs, Florida",,168465001.0,1,0.0,,"[US, CA, GB, DK, RO, SK, BG, CZ, FI, HU, LV, LT, MT, EE, AU, GR, PT, CY, SI, JP, CN, SE, KR, ID, TW, TH, BE, FR, HK, IE, NL, PL, ES, IT, DE, AT, RU, IL, MX, NZ, PH, SG, CH, NO, AE, QA, KW, BH, HR]",Apple iPhone 5S 32GB Space Gray (Sprint) Yellow Spots READ,itsworthmore,5389,99.4,0,False,12,1,49,0,False,False,True,3.0,True,True,4.945,5,19,310,2815,526.0,False
1535,1535,1,281871592182,1,32701,1,False,True,0,False,0,,249.99,False,1.0,350.0,Completed,0,"Altamonte Springs, Florida",,168576538.0,2,0.0,,US,Apple iPhone 5S 32GB Silver (AT&T) Unlocked Good w/ Warranty,itsworthmore,5388,99.4,0,False,12,1,1,4,False,False,True,0.0,True,True,4.945,5,19,310,2815,37.0,False
1536,1536,1,272034899364,1,32701,0,False,True,0,False,0,,112.8,True,1.0,679.0,Completed,0,"Altamonte Springs, Florida",,168513359.0,1,0.0,,"[US, CA, GB, DK, RO, SK, BG, CZ, FI, HU, LV, LT, MT, EE, AU, GR, PT, CY, SI, JP, CN, SE, KR, ID, TW, TH, BE, FR, HK, IE, NL, PL, ES, IT, DE, AT, RU, IL, MX, NZ, PH, SG, CH, NO, AE, QA, KW, BH, HR]",Apple iPhone 5S 32GB Silver (T-Mobile) Broken Powers On READ,itsworthmore,5388,99.4,0,False,12,1,49,0,False,False,True,3.0,True,True,4.945,5,19,310,2815,720.0,False
1537,1537,1,291606113010,1,32701,0,False,True,0,False,0,,178.6,True,1.0,299.0,Completed,0,"Altamonte Springs, Florida",,168553510.0,1,0.0,,"[US, CA, GB, DK, RO, SK, BG, CZ, FI, HU, LV, LT, MT, EE, AU, GR, PT, CY, SI, JP, CN, SE, KR, ID, TW, TH, BE, FR, HK, IE, NL, PL, ES, IT, DE, AT, RU, IL, MX, NZ, PH, SG, CH, NO, AE, QA, KW, BH, HR]",Apple iPhone 5S 32GB Silver (AT&T) Bent Frame READ,itsworthmore,5389,99.4,0,False,12,1,49,0,False,False,True,3.0,True,True,4.945,5,19,310,2815,720.0,False
1538,1538,1,281847365946,1,32701,1,False,True,0,False,0,,169.2,True,1.0,754.0,Completed,0,"Altamonte Springs, Florida",,168464971.0,1,0.0,,"[US, CA, GB, DK, RO, SK, BG, CZ, FI, HU, LV, LT, MT, EE, AU, GR, PT, CY, SI, JP, CN, SE, KR, ID, TW, TH, BE, FR, HK, IE, NL, PL, ES, IT, DE, AT, RU, IL, MX, NZ, PH, SG, CH, NO, AE, QA, KW, BH, HR]",Apple iPhone 5S 32GB Space Gray (Verizon) Unlocked Yellow Spots READ,itsworthmore,5389,99.4,0,False,12,1,49,0,False,False,True,3.0,True,True,4.945,5,19,310,2815,707.0,True
1539,1539,1,272035747155,1,32701,0,False,True,0,False,0,,126.9,True,1.0,542.0,Completed,0,"Altamonte Springs, Florida",,168490045.0,1,0.0,,"[US, CA, GB, DK, RO, SK, BG, CZ, FI, HU, LV, LT, MT, EE, AU, GR, PT, CY, SI, JP, CN, SE, KR, ID, TW, TH, BE, FR, HK, IE, NL, PL, ES, IT, DE, AT, RU, IL, MX, NZ, PH, SG, CH, NO, AE, QA, KW, BH, HR]",Apple iPhone 5S 32GB Silver (Sprint) Good Touch Issue BAD IMEI READ,itsworthmore,5388,99.4,0,False,12,1,49,0,False,False,True,3.0,True,True,4.945,5,19,310,2815,720.0,False
1540,1540,1,272064352629,1,32701,1,False,True,0,False,0,,249.99,False,1.0,175.0,Completed,0,"Altamonte Springs, Florida",,168576538.0,2,0.0,,US,Apple iPhone 5S 32GB Silver (AT&T) Unlocked Good w/ Warranty,itsworthmore,5389,99.4,0,False,12,1,1,4,False,False,True,0.0,True,True,4.945,5,19,310,2815,21.0,False
1541,1541,1,281874850727,1,32701,1,False,True,0,False,0,,234.99,True,1.0,125.0,Completed,0,"Altamonte Springs, Florida",,168534287.0,1,0.0,,"[US, CA, GB, DK, RO, SK, BG, CZ, FI, HU, LV, LT, MT, EE, AU, GR, PT, CY, SI, JP, CN, SE, KR, ID, TW, TH, BE, FR, HK, IE, NL, PL, ES, IT, DE, AT, RU, IL, MX, NZ, PH, SG, CH, NO, AE, QA, KW, BH, HR]",Apple iPhone 5S 32GB Space Gray (AT&T) Good w/ Warranty,itsworthmore,5389,99.4,0,False,12,1,49,4,False,False,True,3.0,True,True,4.945,5,19,310,2815,49.0,True
1542,1542,1,281874686903,1,32701,1,False,True,0,False,0,,258.47,True,1.0,101.0,Completed,0,"Altamonte Springs, Florida",,168490045.0,1,0.0,,"[US, CA, GB, DK, RO, SK, BG, CZ, FI, HU, LV, LT, MT, EE, AU, GR, PT, CY, SI, JP, CN, SE, KR, ID, TW, TH, BE, FR, HK, IE, NL, PL, ES, IT, DE, AT, RU, IL, MX, NZ, PH, SG, CH, NO, AE, QA, KW, BH, HR]",Apple iPhone 5S 32GB Silver (Sprint) Good w/ Warranty,itsworthmore,5389,99.4,0,False,12,1,49,4,False,False,True,3.0,True,True,4.945,5,19,310,2815,69.0,False
1543,1543,1,221929775090,1,90025,1,False,False,0,False,4,,275.0,True,2.0,246.0,Completed,1,"Los Angeles, California",280.0,170058066.0,1,0.0,,"[US, CA, GB, DK, RO, SK, BG, CZ, FI, HU, LV, LT, MT, EE, AU, GR, PT, CY, SI, JP, CN, SE, KR, ID, TW, TH, BE, FR, HK, IE, NL, PL, ES, IT, DE, AT, RU, IL, MX, NZ, SG, CH, NO, AE, QA, KW, BH, HR]",Apple iPhone 5s - 32GB - Gold (Factory Unlocked) Smartphone- Great Condition,highopes62,26,100.0,1,False,7,1,48,4,False,False,True,2.0,False,False,,0,0,2,6,168.0,False
1544,1544,1,161876700110,1,85254,1,False,False,0,False,4,,295.0,False,2.0,158.0,Completed,1,"Scottsdale, Arizona",300.0,168494364.0,1,0.0,,US,Apple iPhone 5s - 32GB - Space Gray (Factory Unlocked) GSM Smartphone,traderxyz,15,100.0,1,False,6,1,1,4,False,False,True,2.0,False,False,,0,0,1,6,168.0,True
1545,1545,1,161889809341,1,85254,1,False,False,0,False,10,,325.0,False,2.0,165.0,Completed,1,"Scottsdale, Arizona",330.0,168494364.0,1,0.0,,US,Apple iPhone 5s - 32GB - Space Gray (Factory Unlocked) GSM Smartphone,traderxyz,15,100.0,1,False,6,1,1,4,False,False,True,2.0,False,False,,0,0,1,6,168.0,True
1546,1546,1,252162396355,1,90212,0,False,False,0,False,0,,149.95,True,1.0,45.0,Completed,0,"Beverly Hills, California",,168465001.0,1,0.0,,Worldwide,Sprint iPhone 5s - 32GB - (Clean IMEI/ESN) (Clean iCloud) Sim Card Reader Issues,allllan77,511,100.0,1,False,12,1,1,0,False,False,True,3.0,False,True,4.98,0,0,9,97,8.0,False
1547,1547,1,331703555173,1,88201,1,False,False,0,True,0,,185.0,False,1.0,10.0,Completed,0,"Roswell, New Mexico",,170054882.0,1,0.0,,US,Apple iPhone 5s - 32GB - Gold (AT&T) Smartphone Cracked Glass Bad Fingerprint ,isell310,425,100.0,1,False,10,1,1,0,True,False,False,0.0,False,True,4.9675,0,0,24,210,0.0,False
1548,1548,1,331716701003,1,88201,1,True,False,0,True,0,,250.0,False,1.0,5.0,Completed,0,"Roswell, New Mexico",,168534287.0,1,0.0,,US,Apple iPhone 5s - 32GB - Space Gray (AT&T) Smartphone Warranty until 10/27/16,isell310,425,100.0,1,False,10,1,1,4,True,False,False,0.0,False,True,4.9675,0,0,24,210,0.0,True
1549,1549,1,272036212488,1,33569,1,False,True,0,False,33,,245.0,False,1.0,,Completed,1,"Riverview, Florida",247.5,168494364.0,1,0.0,,US,UNLOCKED Apple iPhone 5s - 32GB - Space Gray (Factory Unlocked) Smartphone,her_dieg,11,100.0,1,False,6,1,1,4,False,False,True,0.0,False,False,,0,0,0,11,120.0,True
1550,1550,1,121800438089,1,60201,1,False,False,0,False,7,,207.5,True,3.0,161.0,Completed,1,"Evanston, Illinois",210.0,168494364.0,1,0.0,,"[US, CA, GB, DK, RO, SK, BG, CZ, FI, HU, LV, LT, MT, EE, AU, GR, PT, CY, SI, JP, CN, SE, KR, ID, TW, TH, BE, FR, HK, IE, NL, PL, ES, IT, DE, AT, RU, IL, MX, NZ, SG, CH, NO, AE, QA, KW, BH, HR]",Apple iPhone 5s - 32GB - Space Gray (Unlocked) - Great Condition w/ Accessories!,ap887,173,100.0,2,False,8,1,48,4,False,False,True,2.0,False,False,,0,0,1,19,168.0,True
1551,1551,1,161875814528,1,49548,1,False,False,0,False,30,,275.0,False,2.0,169.0,Completed,1,"Grand Rapids, Michigan",280.0,168464971.0,1,0.0,,US,Apple iPhone 5s - 32GB - Space Gray (Verizon) Smartphone ,bubbas_shrimp,87,100.0,1,False,9,1,1,4,False,False,True,0.0,False,False,,0,0,0,6,168.0,True
1552,1552,1,291609953107,1,80205,1,False,False,0,False,2,,157.5,False,2.0,68.0,Completed,1,"Denver, Colorado",160.0,168465001.0,1,0.0,,US,Apple iPhone 5s - 32GB - Space Gray (Sprint) Smartphone,sherms27,12,100.0,1,False,3,1,1,4,False,False,True,2.0,False,False,,0,0,1,2,72.0,True
1553,1553,1,351569531648,1,92656,1,False,False,0,False,37,,132.5,False,1.0,255.0,Completed,1,"Aliso Viejo, California",135.0,168464971.0,1,0.0,,US,"Apple iPhone 5s - 32GB Space Gray (Verizon) Smartphone Cracked Screen, Clean ESN",streazure,1161,0.0,1,False,4,1,1,0,False,False,True,0.0,False,False,,0,0,0,0,120.0,True
1554,1554,1,221920444182,1,48207,1,False,False,0,False,0,,450.0,True,2.0,282.0,Completed,0,"Detroit, Michigan",,168494364.0,1,0.0,,"[US, CA, GB, DK, RO, SK, BG, CZ, FI, HU, LV, LT, MT, EE, AU, GR, PT, CY, SI, JP, CN, SE, KR, ID, TW, ZA, TH, BE, FR, HK, IE, NL, PL, ES, IT, DE, AT, RU, IL, MX, NZ, PH, SG, CH, NO, AE, QA, KW, BH, HR, BR, CR]",NIB Apple iPhone 5s - 32GB - Space Gray (Factory Unlocked) Smartphone,farrsama,42,100.0,2,False,1,1,52,9,False,False,True,2.0,False,False,,0,0,0,8,421.0,True
1555,1555,1,301783115441,1,90403,1,False,False,0,False,33,,245.0,True,2.0,288.0,Completed,1,"Santa Monica, California",247.5,170084987.0,1,0.0,,"[US, CA, GB, AU, IE, MX, NZ, SG, AE]",Apple iPhone 5s - 32GB - Gold (Verizon) Smartphone Excellent Condition,sid-76,319,100.0,2,False,8,1,9,4,False,False,True,2.0,False,False,,0,0,1,28,240.0,False
1556,1556,1,111818608978,1,02169,1,False,False,0,False,0,,249.0,False,2.0,53.0,Completed,0,"Quincy, Massachusetts",,,1,0.0,,US,iPhone 5s 32G GOLD for Sprint - Smartphone,mr.t2015,10,100.0,1,False,9,1,1,4,False,False,True,2.0,False,False,,0,0,2,10,36.0,False
1557,1557,1,161880835071,1,32224,0,False,True,0,False,0,,239.95,True,1.0,2104.0,Active,0,"Jacksonville, Florida",,,13,0.0,,"[US, CA, GB, DK, RO, SK, BG, CZ, FI, HU, LV, LT, MT, EE, AU, GR, PT, CY, SI, JP, CN, SE, KR, ID, TW, TH, BE, FR, HK, IE, NL, PL, ES, IT, DE, AT, RU, IL, MX, NZ, PH, SG, CH, NO, AE, QA, KW, BH, HR]",Apple iPhone 5S 32GB - Black Silver Gold - Unlocked - T-Mobile Cricket MetroPCS,webuymobilellc,1593,98.2,0,False,1,1,49,4,False,False,False,3.0,False,True,4.9175,2,17,114,1018,1440.0,False
1558,1558,1,111813082907,1,92009,1,False,False,0,False,14,,261.0,True,2.0,203.0,Completed,1,"Carlsbad, California",266.0,170058066.0,1,0.0,,"[US, CA, GB, DK, RO, SK, BG, CZ, FI, HU, LV, LT, MT, EE, AU, GR, PT, CY, SI, JP, CN, SE, KR, ID, TW, TH, BE, FR, HK, IE, NL, PL, ES, IT, DE, AT, RU, IL, MX, NZ, SG, CH, NO, AE, QA, KW, BH, HR]",Apple iPhone 5s - 32GB - Gold (Carrier Unlocked) Smartphone,ericzren,100,100.0,2,False,12,1,48,4,False,False,True,2.0,False,False,,0,0,5,8,168.0,False
1559,1559,1,201460962682,1,41048,1,False,True,0,False,0,,269.99,True,1.0,61.0,Completed,0,"Hebron, Kentucky",,170038725.0,1,0.0,,"[US, CA, GB, DK, RO, SK, BG, CZ, FI, HU, LV, LT, MT, EE, AU, GR, PT, CY, SI, JP, CN, SE, KR, ID, TW, TH, BE, FR, HK, IE, NL, PL, ES, IT, DE, AT, RU, IL, MX, NZ, PH, SG, CH, NO, AE, QA, KW, BH, HR]",Apple iPhone 5s - 32GB - Gold (Sprint) - CLEAN ESN - FAIR CONDITION,directsourceliquidations,535314,99.6,0,False,8,1,49,4,False,False,True,3.0,False,True,4.9725,1,30,267,7075,130.0,False
1560,1560,1,371479686299,1,41048,1,False,False,0,False,7,,240.0,True,1.0,278.0,Completed,1,"Hebron, Kentucky",242.5,170038725.0,1,0.0,,"[US, CA, GB, DK, RO, SK, BG, CZ, FI, HU, LV, LT, MT, EE, AU, GR, PT, CY, SI, JP, CN, SE, KR, ID, TW, TH, BE, FR, HK, IE, NL, PL, ES, IT, DE, AT, RU, IL, MX, NZ, SG, CH, NO, AE, QA, KW, BH, HR]",Apple iPhone 5s - 32GB - Gold (Sprint) - CLEAN ESN - ACCEPTABLE CONDITION,directsourceliquidations,535314,99.6,0,False,8,1,48,4,False,False,True,3.0,False,True,4.9725,1,30,267,7075,168.0,False
1561,1561,1,371479719298,1,03051,0,False,True,0,False,0,,342.99,True,1.0,46.0,Completed,0,"Hudson, New Hampshire",,168553370.0,1,0.0,,"[US, CA, GB, DK, RO, SK, BG, CZ, FI, HU, LV, LT, MT, EE, AU, GR, PT, CY, SI, JP, CN, SE, KR, ID, TW, TH, BE, FR, HK, IE, NL, PL, ES, IT, DE, AT, RU, IL, MX, NZ, PH, SG, CH, NO, AE, QA, KW, BH, HR]","Apple iPhone 5s, 32GB, Silver - Verizon - CLEAN ESN - FAIR CONDITION",directsourceliquidations,535314,99.6,0,False,9,1,49,4,False,False,True,3.0,False,True,4.9725,1,30,267,7075,356.0,False
1562,1562,1,371453783904,1,03051,1,False,True,0,False,0,,249.99,True,1.0,1153.0,Completed,0,"Hudson, New Hampshire",,168534287.0,3,0.0,,"[US, CA, GB, DK, RO, SK, BG, CZ, FI, HU, LV, LT, MT, EE, AU, GR, PT, CY, SI, JP, CN, SE, KR, ID, TW, TH, BE, FR, HK, IE, NL, PL, ES, IT, DE, AT, RU, IL, MX, NZ, PH, SG, CH, NO, AE, QA, KW, BH, HR]","Apple iPhone 5s AT&T Cellphone, 32GB, Space Gray - CLEAN ESN - FAIR CONDITION",directsourceliquidations,535314,99.6,0,False,8,1,49,4,False,False,True,3.0,False,True,4.9725,1,30,267,7075,1163.0,True
1563,1563,1,201470504734,1,03051,1,False,True,0,False,0,,244.89,True,1.0,9.0,Completed,0,"Hudson, New Hampshire",,168490045.0,1,0.0,,"[US, CA, GB, DK, RO, SK, BG, CZ, FI, HU, LV, LT, MT, EE, AU, GR, PT, CY, SI, JP, CN, SE, KR, ID, TW, TH, BE, FR, HK, IE, NL, PL, ES, IT, DE, AT, RU, IL, MX, NZ, PH, SG, CH, NO, AE, QA, KW, BH, HR]",Apple iPhone 5s - 32GB - Silver (Sprint) -  VERY GOOD CONDITION - CLEAN ESN,directsourceliquidations,535314,99.6,0,False,6,1,49,4,False,False,True,3.0,False,True,4.9725,1,30,267,7075,4.0,False
1564,1564,1,291612319942,0,73122,1,False,False,0,False,1,,119.99,True,2.0,6.0,Completed,1,"Oklahoma City, Oklahoma",122.49,168553510.0,1,0.0,,"[US, CA, GB, DK, RO, SK, BG, CZ, FI, HU, LV, LT, MT, EE, AU, GR, PT, CY, SI, JP, CN, SE, KR, ID, TW, TH, BE, FR, HK, IE, NL, PL, ES, IT, DE, AT, RU, IL, MX, NZ, SG, CH, NO, AE, QA, KW, BH, HR]",Apple iPhone 5s - 32GB - Silver (AT&T) Smartphone,landman1982,33,100.0,1,False,2,2,48,4,False,False,True,3.0,False,False,,0,0,1,5,0.0,False
1565,1565,1,272039745131,1,10033,0,False,False,0,False,5,120.0,75.0,True,2.0,144.0,Completed,1,"New York, New York",76.0,,1,0.0,0.0,"[US, CA, GB, DK, RO, SK, BG, CZ, FI, HU, LV, LT, MT, EE, AU, GR, PT, CY, SI, JP, CN, SE, KR, ID, TW, TH, BE, FR, HK, IE, NL, PL, ES, IT, DE, AT, RU, IL, MX, NZ, SG, CH, NO, AE, QA, KW, BH, HR]",Apple iPHONE 5s 32 GB Black Grey. LOCKED. For Parts Only. AS IS.,la_wendy,26,100.0,1,False,9,1,48,4,False,True,True,2.0,False,False,,0,0,2,8,24.0,False
1566,1566,1,272040906168,1,10033,0,False,False,0,False,1,120.0,75.0,True,2.0,133.0,Completed,1,"New York, New York",76.0,,1,0.0,0.0,"[US, CA, GB, DK, RO, SK, BG, CZ, FI, HU, LV, LT, MT, EE, AU, GR, PT, CY, SI, JP, CN, SE, KR, ID, TW, TH, BE, FR, HK, IE, NL, PL, ES, IT, DE, AT, RU, IL, MX, NZ, SG, CH, NO, AE, QA, KW, BH, HR]",Apple iPHONE 5s 32 GB Black Grey. LOCKED. For Parts Only. AS IS.,la_wendy,26,100.0,1,False,9,1,48,4,False,True,True,2.0,False,False,,0,0,2,8,24.0,False
1567,1567,1,272042137493,1,10033,1,False,False,0,False,2,,100.0,True,2.0,93.0,Completed,1,"New York, New York",102.5,,1,0.0,1.0,"[US, CA, GB, DK, RO, SK, BG, CZ, FI, HU, LV, LT, MT, EE, AU, GR, PT, CY, SI, JP, CN, SE, KR, ID, TW, TH, BE, FR, HK, IE, NL, PL, ES, IT, DE, AT, RU, IL, MX, NZ, SG, CH, NO, AE, QA, KW, BH, HR]",Apple iPHONE 5s 32 GB Black Grey. LOCKED. For Parts Only. AS IS.,la_wendy,26,100.0,1,False,9,1,48,4,False,False,True,2.0,False,False,,0,0,2,8,24.0,False
1568,1568,1,181927075946,1,02421,1,False,True,0,True,0,,250.0,False,1.0,7.0,Completed,0,"Lexington, Massachusetts",,170084987.0,1,0.0,,US,Apple iPhone 5s - 32GB - Gold (Verizon) Smartphone Mint Condition,mohammad_matin71_123,69,100.0,1,False,3,1,1,4,True,False,True,2.0,False,False,,0,0,2,17,0.0,False
1569,1569,1,181927932067,1,02421,1,False,False,0,True,0,,220.0,False,1.0,2.0,Completed,0,"Lexington, Massachusetts",,168534287.0,1,0.0,,US,Apple iPhone 5s 32GB Space Gray (AT&T) Smartphone,mohammad_matin71_123,69,100.0,1,False,5,1,1,4,True,False,True,2.0,False,False,,0,0,2,17,0.0,True
